#1.2
56238	53
Name	Description	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
ENSG00000221733.1	AL109843.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252116.1	RNU4ATAC4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228523.1	RP4-763G1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081985.6	IL12RB2	0.3174	0.4175	0.08977	0.1574	0.1642	0.09314	0.1366	0.09165	0.4906	0.04016	0.03017	0.03286	0.6052	0.6332	0.4114	0.06259	0.03053	0.02407	0.04035	0.02566	0.2085	2.396	0.03549	0.1299	0.1773	0.09166	0.1386	0.07958	0.441	0.09022	0.1392	0.05906	0.05721	0.1528	0.1219	0.2142	0.1271	0.7946	0.1432	0.05049	0.9844	0.06097	0.0765	0.3088	0.3262	0.2348	0.4746	0.1047	0.8633	0.1136	0.0832	0.177	0.4275
ENSG00000142864.10	SERBP1	29.4	29.27	19.79	23.08	24.8	26.41	24.75	11.91	10.59	11.86	15.9	12.48	9.836	11.88	11.5	11.72	11.79	10.39	15.18	12.68	29.98	82.59	39.65	30.3	26.95	23.67	22.49	23.18	40.74	22.68	25.93	14.05	13.43	17.14	14.2	21.74	22.86	30.53	24.71	25.13	19.07	14.39	21.51	38.15	36.27	20.21	21.25	20.73	25.21	23.86	26.04	31.35	9.529
ENSG00000223263.1	RNU6-387P	0.1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1675	0.1321	0	0.09078	0.1945	0	0	0	0.101	0	0.166	0	0	0	0	0	0.1687	0	0.1806	0.2388	0	0	0	0.1639	0	0	0	0	0	0.1573	0.1516	0.1985	0
ENSG00000235200.1	RP4-763G1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.116	12.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207504.1	RNU6-1031P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238139.2	RP11-393N21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242482.2	RN7SL392P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232048.2	HNRNPCP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116717.7	GADD45A	52.76	37.93	5.706	95.67	52.52	72.47	27.33	7.745	7.908	11.1	1.986	2.794	7.056	8.34	6.873	10.9	9.076	10.84	6.011	8.935	34.09	19.22	24.29	32.09	28.97	7.934	11.97	12.84	16.02	12.9	22.14	10.56	14.13	43.55	21.94	23.69	14.36	39.21	30.79	22.31	4.895	9.842	11.59	17.85	22.37	16.13	15.42	15.7	7.645	24.45	24.99	21.67	17.74
ENSG00000172380.5	GNG12	35.93	28.78	26.11	48.6	36.12	50.02	28.97	8.49	5.683	6.717	1.274	1.854	3.795	4.083	5.04	8.693	6.1	4.686	5.552	4.897	28.07	0.1086	53.1	37.76	33.4	15.72	22.97	30.41	33.42	27.3	36.18	10.22	6.437	22.49	7.488	20.81	16.84	4.273	24.82	20.99	7.961	10.83	17.8	37.52	39.97	32.41	16.68	17.09	6.994	24.62	33.1	34.98	0.08361
ENSG00000238778.1	RNU7-80P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232284.3	GNG12-AS1	0.2373	0.1535	0.1839	0.1277	0.128	0.1336	0.2497	0.07589	0.07805	0.07994	0.01004	0.01957	0.06553	0.05762	0.05671	0.09282	0.07625	0.05946	0.04666	0.04209	0.2384	0	0.2147	0.2311	0.299	0.2049	0.2267	0.3153	0.1266	0.261	0.2065	0.07614	0.05289	0.1133	0.1117	0.1565	0.1574	0.06358	0.2708	0.32	0.1671	0.1412	0.2253	0.3116	0.3059	0.1253	0.1805	0.1704	1.074	0.1718	0.2111	0.2232	0.05732
ENSG00000235055.3	RP4-609E1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02436	0	0	0	0	0	0	0.1063	0	0	0	0
ENSG00000162595.4	DIRAS3	0.5251	0.9215	7.501	2.351	1.66	1.378	1.83	5.414	3.166	5.078	0.2773	0.3324	1.695	2.215	1.914	73.72	34.9	4.556	1.352	1.557	1.853	0.02307	1.111	2.633	3.116	2.592	0.954	3.945	0.969	2.464	2.866	1.752	2.569	2.274	1.672	1.593	1.458	0.2969	1.893	29.75	7.418	46.64	2.177	1.386	0.8657	0.7988	1.454	1.893	0.8109	1.61	1.77	4.388	0.02562
ENSG00000228431.1	ARL5AP3	0.06075	0.04608	0.08961	0.1056	0.0848	0.08937	0.1398	0.06576	0.09328	0.1037	0	0	0.07481	0.0624	0	0.05244	0.09014	0.03693	0	0	0.08964	0	0	0.08957	0.1897	0.3673	0.1643	0.4413	0.09163	0.3952	0.09593	0.09224	0.08296	0.1071	0	0.09562	0.1202	0	0.2224	0.2911	0.1358	0.06027	0.2047	0.09671	0.07545	0.103	0.1152	0.1152	0	0.0463	0.1144	0.1405	0
ENSG00000263542.1	AL157407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116729.9	WLS	10.25	10.03	14.18	13.6	11.57	10.58	30.99	17.12	16.51	20.37	1.983	3.449	11.68	14.03	9.912	14.49	17.63	17.69	7.56	13	12.76	0.06004	21.53	16.66	19.17	30.14	19.64	46.62	15.44	46.2	15.64	9.759	9.199	14.61	2.601	15.75	12.48	1.806	13.75	26.96	12.96	5.307	15.32	19.16	14.45	10.27	8.339	19.37	7.967	8.142	12.94	17.24	6.731
ENSG00000234383.1	CTBP2P8	0.1492	0.1301	0.2491	0.1612	0.1408	0.1054	0.4022	0.07742	0.0936	0.1246	0.05486	0.07123	0.1026	0.07846	0.06664	0.09249	0.1008	0.08716	0.04643	0.06906	0.1672	0	0.2535	0.2581	0.2129	0.3893	0.354	0.6521	0.2775	0.6376	0.2523	0.09757	0.08732	0.2363	0.05293	0.2149	0.23	0.03904	0.2195	0.6111	0.3849	0.1821	0.4359	0.2257	0.1703	0.2585	0.2222	0.3855	0.7041	0.2249	0.2507	0.2496	0.03769
ENSG00000221203.1	MIR1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229133.1	RPS7P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225242.2	COX6B1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237622.1	TCEB1P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229440.1	RP5-1033K19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116745.6	RPE65	0	0	0	0	0.005477	0.009966	0.02143	0.1615	0.1229	0.08109	0.0188	0.03716	0.1677	0.1118	0.2548	1.484	0.03471	0.07703	0.3592	2.032	0.008577	0	0	0.01882	0.01706	0.01245	0.01208	0.01186	0.005534	0	0.1298	0.008724	0	0	0	0	0.01477	0	0.01023	0	0	0	0.32	0	0	0.0302	0.01148	0.01231	0.08234	0	0.02828	0.01924	0
ENSG00000024526.12	DEPDC1	0.03767	0.02499	0.06756	0.03206	0.04251	0.02705	0.03503	0.02956	0.04183	0.01439	0	0	0.0614	0.06481	0.0249	0.04271	0.01845	0.01418	0.01135	0.01115	0.04816	4.92	1.297	0.02663	0.03182	0.02064	0.5543	0.01817	1.463	0.01719	0.02881	0.02446	0.02424	0.04541	0.01485	0.08393	0.09001	0.01028	0.02252	0.02195	0.0114	0.01615	0.1226	0.3499	0.3237	0.5176	0.308	0.09116	5.043	0.04216	0.0244	0.3889	0.05424
ENSG00000233589.1	RP4-694A7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4938	0.03924	0	0	0	0.08446	0	0.1964	0	0.01922	0	0	0	0	0	0	0	0	0	0	0	0	0.04749	0.03133	0.07515	0	0	0.2306	0	0	0.034	0
ENSG00000234264.1	RP4-694A7.4	0	0	0	0	0	0	0	0.01286	0.02935	0	0	0	0	0.03151	0	0.02892	0	0	0	0	0	0.06474	0.02438	0	0	0	0	0	0.02391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2693	0	0	0	0
ENSG00000225167.1	RP4-694A7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223883.1	RP11-424D14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5659	0	0	0	0
ENSG00000235446.1	RP11-74K19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682	0	0	0	0
ENSG00000229639.1	RP3-380B4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06748	0	0	0	0
ENSG00000033122.14	LRRC7	0.04924	0.0438	0.04624	0.04943	0.07585	0.05756	0.1238	2.556	2.952	4.509	0.2196	0.206	3.004	3.732	3.264	1.961	5.549	3.39	0.3982	0.8991	0.0567	0.04988	0.04178	0.09932	0.07538	0.1838	0.1222	0.1992	0.0473	0.1284	0.04503	0.3539	0.06164	0.06712	0.06708	0.04862	0.04357	0.08616	1.698	0.0702	0.102	0.05393	0.1081	0.07787	0.06387	0.1323	0.05216	0.07364	0.9591	0.9896	0.09517	0.1099	0.01071
ENSG00000270615.1	RP11-379C1.1	0	0	0	0	0	0	0	0.02363	0	0.0252	0	0.01486	0	0	0	0	0.02868	0.0209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240692.2	RN7SL538P	0	0	0	0	0	0	0	0.03246	0.07029	0.09276	0	0	0	0.04978	0	0	0.117	0.05967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229359.2	PIN1P1	0	0	0	0	0	0	0	0	0	0.01863	0	0	0.01449	0	0.01371	0	0.01736	0.02004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6324	0	0	0	0
ENSG00000237919.1	RP11-181B18.1	0	0	0	0	0	0	0	0.04638	0.02868	0.08309	0.03491	0.03925	0.04488	0.02578	0.02519	0.08911	0.09389	0.06608	0	0.07161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.056	0	0	0	0
ENSG00000066557.5	LRRC40	5.502	4.59	4.108	3.798	4.608	4.471	4.301	4.483	5.168	4.762	8.424	6.28	4.455	6.421	4.785	5.443	4.57	4.176	4.809	3.965	5.05	12.66	6.553	4.191	4.275	4.417	4.043	4.427	3.944	4.277	4.981	2.902	2.641	3.458	4.193	4.283	3.491	2.411	5.377	4.92	2.126	3.264	3.825	3.383	3.235	5.234	4.287	3.338	5.765	4.215	5.263	4.308	0.8571
ENSG00000244389.2	RN7SL242P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116754.9	SRSF11	45.26	34.47	27.13	34.39	36.5	35.85	40.63	12.4	12.81	14.57	49.45	52.71	17.88	16.06	13.93	15.67	14.63	12.65	17.74	15.06	49.4	43.82	30.28	40.18	57.3	40.24	33.21	40.05	25.37	35.56	45.23	15.96	10.76	22.64	21.04	38.2	37.75	16.22	56.08	56.93	26.76	45.41	44.48	41.05	38.41	45.94	44.88	33.27	38.37	53.76	56.01	42.85	7.031
ENSG00000228988.1	RP4-677H15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04055	0	0	0	0	0	0	0	0	0
ENSG00000118454.8	ANKRD13C	5.866	5.282	4.556	4.21	4.912	5.539	4.912	3.635	4.567	3.964	10.69	9.121	4.617	5.528	3.927	4.187	4.414	3.377	4.52	3.641	5.738	7.258	6.641	5.168	6.255	5.132	4.368	4.832	4.145	4.918	5.345	2.631	1.794	3.287	2.057	5.004	4.575	3.153	7.092	6.012	2.523	3.864	5.381	5.082	5.484	4.408	4.207	3.941	2.891	5.115	5.78	5.095	0.7813
ENSG00000197568.9	HHLA3	2.795	3.496	9.739	4.11	4.235	3.338	4.88	8.486	7.917	8.444	3.465	4.096	7.792	7.832	7.148	8.834	9.457	8.167	9.436	8.976	3.926	5.551	5.281	4.016	5.183	3.761	2.572	4.122	3.344	4.246	4.667	2.413	1.25	5.497	4.924	2.994	3.333	0.6961	5.446	7.388	2.812	8.356	6.046	2.893	2.795	2.387	4.39	2.81	5.519	6.867	5.064	4.035	0.9054
ENSG00000226088.1	RP11-180O5.2	0.06538	0.03644	0.1073	0.1297	0.1134	0.06477	0.2061	0.05018	0.04515	0.08936	0.1726	0.1848	0.06355	0.0603	0.06346	0.0765	0.1053	0.07138	0.1562	0.06113	0.08402	0.242	0.1355	0.1057	0.2228	0.1386	0.07774	0.1399	0.08611	0.1338	0.09212	0.05741	0.05129	0.07539	0.05941	0.07746	0.1775	0	0.3173	0.37	0.09388	0.3036	0.2337	0.1307	0.1872	0.103	0.09797	0.09294	6.859	0.3052	0.218	0.1291	0
ENSG00000116761.7	CTH	1.504	1.828	1.227	1.387	1.441	2.004	1.351	1.568	2.012	1.366	1.515	1.84	1.723	1.959	1.247	2.295	1.664	1.28	1.074	1.566	1.528	7.089	2.442	1.74	1.662	0.8343	1.847	1.139	1.119	0.937	2.773	0.6779	0.4621	2.662	23.85	1.663	1.397	0.7489	3.056	7.024	2.898	1.649	2.051	0.5927	0.6409	1.199	0.6692	3.015	3.477	3.904	1.711	0.9801	0.1667
ENSG00000271992.1	RP11-42O15.3	0.2226	0.2839	0.1608	0.2535	0.2423	0.3603	0.3391	0.627	0.715	0.4948	1.084	0.8626	0.6183	0.7598	0.6004	0.629	0.6084	0.4607	0.3634	0.4752	0.2466	0.7259	0.2855	0.3589	0.5256	0.2	0.3408	0.2535	0.161	0.2168	0.5562	0.1509	0.0722	0.4713	7.129	0.2847	0.2375	0.1759	0.6758	1.362	0.6197	0.3784	0.5941	0.08742	0.09744	0.2401	0.1491	0.6308	0.3923	0.7346	0.4573	0.2063	0
ENSG00000233020.1	RP11-42O15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237033.2	CASP3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229051.1	RP5-952N6.1	0	0	0	0.01276	0.007028	0.01642	0	0.01033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02206	0	0	0	0	0.006253	0	0	0.7202	0	0	0	0	0	0	0.007138	0	0	0	0	0	0	0	0.2414	0	0.08012	0	0
ENSG00000226208.1	RP11-99H8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4005	0	0	0	0
ENSG00000050628.16	PTGER3	8.247	8.905	0.9699	6.181	3.385	6.269	1.345	0.6152	0.3675	0.01506	0.008973	0.01107	0.1528	0.2827	0.1656	0.9498	0.02151	0.01515	0.08027	0.07478	5.763	0.008239	0.05848	1.229	1.055	3.776	1.24	1.459	0.342	1.32	2.927	0.2354	0.07733	10.49	0.03562	0.2842	1.592	0.0529	0.3487	0.3199	0.7306	0.183	0.7126	3.115	3.818	0.4532	0.06122	5.375	0.2057	0.3078	28.89	1.679	0.01581
ENSG00000235782.1	RP3-333A15.1	0.3761	0.1977	0.1359	0	0.02698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1336	0	0	0	0	0	0	0	0	0	0	0	0	0.4415	0	0	0	0	0	0	0	0	0	0	0.02518	0	0	0	0.02123	0	0.1088	0	0
ENSG00000269933.1	RP3-333A15.2	0.9619	1.295	0.2462	1.03	0.5055	0.8424	0.2219	0.6273	0.3816	0	0	0	0.17	0.2316	0.1297	0.7169	0	0	0.05383	0.05587	0.8301	0	0	0.2596	0.1587	0.7702	0.2346	0.3008	0.05427	0.2463	0.5368	0.02812	0	2.298	0	0	0.2055	0	0.0306	0.0783	0.1255	0.04725	0.184	0.3584	0.408	0.07901	0	1.001	0	0.02798	6.07	0.4265	0
ENSG00000235079.1	ZRANB2-AS1	0.1691	0.126	0.1386	0.07836	0.1032	0.06805	0.03755	0.02876	0.02562	0.02215	0.2253	0.1987	0.02545	0.02382	0	0.03259	0.0213	0	0	0	0.1739	0.3413	0.1939	0.1061	0.1336	0.08133	0.328	0.09756	0.09149	0.08699	0.2883	0	0.0187	0.133	0.04024	0.2046	0.1358	0	0.08263	0.0953	0.2255	0.1651	0.09659	0.1845	0.2097	0.4352	0.3101	0.2106	0.3179	0.1919	0.2434	0.06458	0
ENSG00000132485.8	ZRANB2	27.4	22.59	17.13	33.49	30.93	33.58	29.16	16.2	16.16	16.25	46.69	44.53	17.27	20.6	17.05	18.92	18.46	14.4	19.97	15.95	32.86	40.83	24.07	36.48	43.02	32.92	31.02	33.27	17.35	29.72	37.06	17.2	11.61	16.05	10.92	30.6	28.01	13.96	47.3	51.64	17.25	65.52	38.53	22.92	22.36	29.51	30.51	22.72	29.42	44.28	54.11	31.62	5.056
ENSG00000207721.1	MIR186	0	0	0.1581	0.2474	0.2696	0.246	0.3251	0	0	0	0	0.2241	0	0	0	0	0	0	0	0	0.2372	0.3212	0.2407	0.4669	0.5986	0.2121	0.2165	0.2481	0	0.2864	0.6032	0	0	0	0	0.2057	0.2015	0	0.2379	0.5226	0.2416	0.3706	0.2317	0.2095	0.1977	0.2301	0	0.235	0	0.2847	0.5201	0.2823	0
ENSG00000229956.5	ZRANB2-AS2	0.03644	0.03159	0.04752	0.02852	0.02812	0.02705	0.0427	0.04193	0.02965	0.03495	0.0238	0.03214	0.03057	0.0317	0.04179	0.04866	0.03449	0.02978	0.1009	0.0629	0.04195	0.09062	0.03796	0.02186	0.05059	0.02685	0.0213	0.02585	0.01651	0.02876	0.043	0.03552	0.01942	0.05175	0.01007	0.03348	0.03867	0.01236	0.09052	0.0978	0.04169	0.0808	0.05002	0.02355	0.02315	0.01572	0.02086	0.0363	0.3934	0.09815	0.04087	0.03297	0
ENSG00000264239.1	AL360297.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237726.1	RP11-386O9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226324.1	RP11-115M14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172260.9	NEGR1	5.718	4.577	0.3495	2.851	3.6	4.933	4.902	4.055	5.696	2.54	6.963	5.042	6.757	10.49	2.649	4.508	4.27	1.848	2.789	2.39	1.996	0.007654	5.477	2.793	2.303	5.997	2.04	5.319	0.4543	5.177	2.723	2.488	0.7675	0.6056	0.02117	1.857	0.8336	0.485	8.215	0.8924	0.4742	1.742	1.333	0.9745	1.842	0.8095	0.0567	1.059	0.5995	1.35	2.41	1.616	0.01978
ENSG00000231985.1	RP11-82L20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271618.1	RP11-175G14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228853.1	NEGR1-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233994.2	GDI2P2	1.298	1.181	1.887	0.9558	1.076	1.098	1.172	0.3898	0.4824	0.6054	0.8637	0.8698	0.6442	0.7456	0.3697	0.5627	0.4745	0.5207	0.8168	0.6324	1.121	3.711	2.57	1.138	1.008	0.9428	1.224	1.031	1.442	1.061	0.9182	0.7962	0.6275	0.9024	0.683	1.191	1.459	0.9172	1.022	1.245	1.094	0.8663	0.6223	0.9477	1.036	1.541	1.134	1.023	1.256	0.9539	1.268	1.218	0.7684
ENSG00000227207.2	RPL31P12	0	0	0	0	0	0	0	0	0	0	0.1111	0.06528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212366.1	RNU6-1246P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225087.1	RP4-660H19.1	0	0	0	0.04955	0.1494	0.1824	0.08926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1714	0	0	0	0	0	0.6283	0	0	0.03494	0
ENSG00000227016.2	RP11-262K1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4831	0	0	0	0
ENSG00000229636.2	KRT8P21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01661	0	0	0	0
ENSG00000251825.1	RN7SKP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233973.1	RP4-598G3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5362	0.01129	0	0	0
ENSG00000223479.3	RP4-788P17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200601.1	RNA5SP50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252005.1	RNU4ATAC8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
